,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
0,3,2,0.12,Adjuntas,Puerto Rico,601,920,,105000
1,4,2,0.08,Adjuntas,Puerto Rico,601,1527,,80000
2,2,1,0.15,Juana Diaz,Puerto Rico,795,748,,67000
3,4,2,0.1,Ponce,Puerto Rico,731,1800,,145000
4,4,3,0.46,San Sebastian,Puerto Rico,612,2520,,179000
5,3,1,0.2,Ciales,Puerto Rico,639,2040,,50000
6,3,2,0.08,Ponce,Puerto Rico,731,1050,,71600
7,2,1,0.09,Ponce,Puerto Rico,730,1092,,100000
8,5,3,7.46,Las Marias,Puerto Rico,670,5403,,300000
9,3,2,13.39,Isabela,Puerto Rico,662,1106,,89000
10,3,2,0.08,Juana Diaz,Puerto Rico,795,1045,,150000
11,3,2,0.1,Lares,Puerto Rico,669,4161,,155000
12,5,2,0.12,Utuado,Puerto Rico,641,1620,,79000
13,5,5,0.74,Ponce,Puerto Rico,731,2677,,649000
14,3,2,0.08,Yauco,Puerto Rico,698,1100,,120000
15,4,4,0.22,Mayaguez,Puerto Rico,680,3450,,235000
16,3,2,0.08,Ponce,Puerto Rico,728,1500,,105000
17,3,2,3.88,San Sebastian,Puerto Rico,685,4000,,575000
18,6,3,0.25,Anasco,Puerto Rico,610,1230,,140000
19,2,1,0.23,Yauco,Puerto Rico,698,621,,50000
20,6,3,0.1,Moca,Puerto Rico,676,3000,,165000
21,3,1,2.0,Coamo,Puerto Rico,769,1213,,189000
22,3,2,0.05,Yauco,Puerto Rico,698,1118,,122500
23,3,2,0.28,San Sebastian,Puerto Rico,685,1500,,255000
24,4,3,0.3,Ponce,Puerto Rico,730,3000,,425000
25,4,2,0.11,Guayanilla,Puerto Rico,656,1300,,93000
26,4,2,0.04,Manati,Puerto Rico,676,1080,,75000
27,3,2,0.69,Isabela,Puerto Rico,662,2505,,469000
28,6,3,1.75,Villalba,Puerto Rico,766,1943,,189000
29,5,4,0.12,Ponce,Puerto Rico,717,1600,,225000
30,4,2,3.08,Santa Isabel,Puerto Rico,757,2886,,495000
31,1,1,0.1,Ponce,Puerto Rico,730,850,,220000
32,3,1,0.23,Yauco,Puerto Rico,698,936,,70500
33,3,2,1.13,Moca,Puerto Rico,676,1928,,305000
34,4,4,4.84,San Sebastian,Puerto Rico,685,3690,,475000
35,3,4,1.94,Utuado,Puerto Rico,641,2500,,195000
36,4,2,0.24,Las Marias,Puerto Rico,670,1800,,120000
37,9,7,0.46,Mayaguez,Puerto Rico,680,3709,,650000
38,5,3,0.16,Ponce,Puerto Rico,730,3100,,555000
39,6,6,0.94,Penuelas,Puerto Rico,624,9297,,3900000
40,3,2,0.1,Aguada,Puerto Rico,602,600,,95000
41,3,1,0.09,Aguada,Puerto Rico,602,900,,74000
42,4,2,0.15,Aguada,Puerto Rico,602,3000,,139500
43,1,1,0.26,Aguada,Puerto Rico,602,2100,,149900
44,2,2,0.24,Aguada,Puerto Rico,602,1138,,180000
45,3,2,0.13,Aguada,Puerto Rico,602,1380,,249000
46,6,4,0.23,Aguada,Puerto Rico,602,2500,,252000
47,2,1,0.07,Aguada,Puerto Rico,602,813,,90000
48,5,3,1.78,Aguada,Puerto Rico,602,2962,,500000
49,4,2,0.1,Aguada,Puerto Rico,602,1955,,339000
50,3,2,0.08,Aguada,Puerto Rico,602,1200,,265000
51,6,5,0.12,Aguada,Puerto Rico,602,6000,,10000000
52,3,4,2.0,Aguada,Puerto Rico,602,1880,,389000
53,3,2,2.96,Aguada,Puerto Rico,602,2500,,575000
54,7,5,0.31,Aguada,Puerto Rico,602,2775,,375000
55,5,3,8.74,Aguada,Puerto Rico,602,5517,,1399000
56,6,5,0.1,Aguada,Puerto Rico,602,2400,,600000
57,3,2,0.22,Aguadilla,Puerto Rico,603,2070,,215000
58,3,2,0.05,Aguadilla,Puerto Rico,603,1184,,63000
59,3,2,0.22,Aguadilla,Puerto Rico,603,1900,,215000
60,3,1,0.2,Aguadilla,Puerto Rico,603,980,,115000
61,4,2,0.89,Aguadilla,Puerto Rico,603,1408,,99000
62,5,5,0.62,Aguadilla,Puerto Rico,603,8460,,850000
63,3,2,0.11,Aguadilla,Puerto Rico,603,1116,,140000
64,4,3,0.26,Aguadilla,Puerto Rico,603,3734,,499000
65,3,2,0.17,Aguadilla,Puerto Rico,603,1500,,180000
66,6,3,0.49,Aguadilla,Puerto Rico,603,2618,,225900
67,4,2,0.12,Aguadilla,Puerto Rico,603,1760,,260000
68,4,3,0.33,Aguadilla,Puerto Rico,603,2950,,500000
69,3,2,0.21,Aguada,Puerto Rico,603,1565,,225000
70,4,2,0.95,Aguadilla,Puerto Rico,603,3468,,425000
71,4,2,10.76,Aguadilla,Puerto Rico,603,547,,300000
72,3,2,0.15,Aguadilla,Puerto Rico,603,2280,,290000
73,3,4,0.2,Aguadilla,Puerto Rico,603,4020,,550000
74,6,2,0.18,Aguadilla,Puerto Rico,603,2035,,234900
75,5,3,0.52,Aguadilla,Puerto Rico,603,3267,,620000
76,8,3,0.19,Aguadilla,Puerto Rico,603,3700,,649900
77,5,2,4.55,Maricao,Puerto Rico,606,2156,,98000
78,5,2,5.14,Maricao,Puerto Rico,606,2156,,55000
79,5,2,4.86,Maricao,Puerto Rico,606,1563,,75000
80,3,1,0.35,Maricao,Puerto Rico,606,915,,80000
81,8,5,0.09,Hormigueros,Puerto Rico,660,2000,,125000
82,2,2,0.15,Guanica,Puerto Rico,653,1393,,95000
84,3,2,1.75,Cabo Rojo,Puerto Rico,623,1620,,330000
85,3,2,0.09,Mayaguez,Puerto Rico,680,1760,,115000
86,2,1,4.74,Cabo Rojo,Puerto Rico,623,1000,,285000
89,7,4,0.11,Mayaguez,Puerto Rico,680,2200,,215000
90,3,2,0.14,Mayaguez,Puerto Rico,680,1200,,140000
91,4,2,0.08,Cabo Rojo,Puerto Rico,623,3052,,250000
92,3,1,0.08,San German,Puerto Rico,683,894,,70000
93,5,5,0.08,Mayaguez,Puerto Rico,680,1600,,190000
97,3,1,0.07,San German,Puerto Rico,683,363,,150000
98,12,6,0.52,Cabo Rojo,Puerto Rico,623,4800,,750000
99,9,8,0.17,Rincon,Puerto Rico,677,3852,,950000
100,5,4,1.8,Aguada,Puerto Rico,677,6000,,1200000
101,4,3,0.4,Lajas,Puerto Rico,667,6500,,495000
102,3,1,0.19,Mayaguez,Puerto Rico,682,778,,90000
103,3,2,0.25,Cabo Rojo,Puerto Rico,623,2800,,395000
105,3,2,0.15,Anasco,Puerto Rico,610,1687,,149900
107,2,1,0.13,Anasco,Puerto Rico,610,826,,106000
108,5,3,0.11,Anasco,Puerto Rico,610,2327,,165000
120,4,7,0.76,Isabela,Puerto Rico,662,4000,,450000
127,4,3,0.21,Isabela,Puerto Rico,662,3066,,485000
133,6,3,0.97,Isabela,Puerto Rico,662,10000,,1800000
134,6,4,16.0,Isabela,Puerto Rico,662,3739,,975000
138,4,2,0.49,Rincon,Puerto Rico,677,2450,,950000
139,1,3,0.13,Arecibo,Puerto Rico,612,10000,,475000
140,4,3,0.24,Arecibo,Puerto Rico,612,3413,,200000
141,5,2,0.49,Arecibo,Puerto Rico,612,2058,,148000
142,1,1,0.14,Arecibo,Puerto Rico,612,800,,39500
143,6,3,0.45,Arecibo,Puerto Rico,612,2900,,220000
144,3,2,0.27,Arecibo,Puerto Rico,612,1100,,75000
145,4,2,0.13,Arecibo,Puerto Rico,612,1000,,110000
146,7,4,0.49,Arecibo,Puerto Rico,612,800,,150000
147,6,3,0.09,Arecibo,Puerto Rico,612,2472,,79000
148,3,1,0.09,Arecibo,Puerto Rico,612,1044,,65000
149,5,3,0.08,Arecibo,Puerto Rico,612,2200,,179000
150,3,2,0.86,Arecibo,Puerto Rico,612,3500,,145000
151,3,1,0.13,Arecibo,Puerto Rico,612,1262,,79000
152,5,2,0.42,Arecibo,Puerto Rico,612,6000,,360000
154,3,1,0.08,Arecibo,Puerto Rico,612,1009,,94600
155,7,3,0.31,Arecibo,Puerto Rico,612,2715,,239000
156,3,3,0.19,Arecibo,Puerto Rico,612,2872,,279000
157,3,1,4.89,Arecibo,Puerto Rico,612,1028,,100000
158,4,3,0.25,Arecibo,Puerto Rico,612,1600,,168000
159,3,2,0.29,Arecibo,Puerto Rico,612,1604,,150000
160,8,2,0.13,Arecibo,Puerto Rico,612,1500,,140000
161,2,1,0.1,Arecibo,Puerto Rico,612,680,,70000
162,3,1,0.06,Arecibo,Puerto Rico,612,750,,80000
163,5,2,0.13,Arecibo,Puerto Rico,612,1500,,135000
164,3,3,0.24,Arecibo,Puerto Rico,612,2183,,215000
165,3,2,0.25,Arecibo,Puerto Rico,612,1000,,138000
166,5,4,0.2,Arecibo,Puerto Rico,612,2832,,289000
167,3,2,0.25,Arecibo,Puerto Rico,612,1000,,132000
168,4,4,0.14,Arecibo,Puerto Rico,612,1500,,197000
172,5,3,0.07,Manati,Puerto Rico,674,1700,,185000
174,6,4,0.37,Hatillo,Puerto Rico,659,3400,,200000
179,3,2,0.25,Morovis,Puerto Rico,687,2500,,210000
182,3,1,0.08,Manati,Puerto Rico,674,921,,105000
183,3,1,0.07,Manati,Puerto Rico,674,800,,113600
187,3,2,0.08,Barceloneta,Puerto Rico,617,1195,,174900
191,3,2,0.07,Vega Baja,Puerto Rico,693,895,,134000
192,4,2,0.25,Vega Baja,Puerto Rico,693,2038,,245000
193,4,2,0.09,Caguas,Puerto Rico,727,1100,,161000
194,4,2,0.22,Manati,Puerto Rico,674,2236,,290000
195,4,3,0.21,Barceloneta,Puerto Rico,617,2961,,375000
197,3,2,0.21,Camuy,Puerto Rico,627,2400,,425000
198,5,3,0.56,Quebradillas,Puerto Rico,678,3000,,1100000
200,5,3,0.22,Hatillo,Puerto Rico,659,3650,,418000
201,5,3,1.46,Morovis,Puerto Rico,687,2366,,365000
202,5,2,0.16,Quebradillas,Puerto Rico,95000,1757,,95000
203,3,2,0.27,Barceloneta,Puerto Rico,617,1150,,49900
205,2,2,0.09,Barceloneta,Puerto Rico,617,955,,90000
207,3,2,0.08,Barceloneta,Puerto Rico,617,1015,,111000
208,3,2,0.09,Barceloneta,Puerto Rico,617,1105,,114400
209,3,2,0.14,Barceloneta,Puerto Rico,617,955,,113500
210,2,1,0.08,Dorado,Puerto Rico,646,700,,59200
211,3,1,0.07,Toa Baja,Puerto Rico,949,950,,63800
212,3,2,0.09,Toa Alta,Puerto Rico,953,1000,,45000
214,2,2,0.11,Dorado,Puerto Rico,646,800,,55000
215,5,3,0.61,Vega Alta,Puerto Rico,692,1400,,100000
217,4,2,0.19,Corozal,Puerto Rico,783,1500,,80000
218,2,2,1.22,Naranjito,Puerto Rico,719,1500,,55000
221,4,2,0.08,Toa Alta,Puerto Rico,953,1650,,157500
223,3,3,0.19,Dorado,Puerto Rico,646,3500,,2000000
224,4,5,1.98,Dorado,Puerto Rico,646,7000,,11500000
228,4,4,0.24,Dorado,Puerto Rico,646,2500,,3500000
231,3,3,0.3,Toa Alta,Puerto Rico,953,2400,,270000
232,3,4,0.99,Dorado,Puerto Rico,646,3500,,5000000
233,6,4,0.2,Naranjito,Puerto Rico,719,1880,,172000
236,6,4,0.1,Toa Alta,Puerto Rico,953,2600,,65000
237,4,3,0.19,Dorado,Puerto Rico,646,2500,,1325000
239,3,2,0.27,Dorado,Puerto Rico,646,2200,,465000
240,3,3,0.52,Dorado,Puerto Rico,646,1500,,575000
241,4,3,0.14,Dorado,Puerto Rico,646,3500,,1100000
242,3,2,0.1,Dorado,Puerto Rico,646,1800,,550000
243,4,3,0.12,Dorado,Puerto Rico,646,2490,,895000
244,3,2,0.07,Vega Alta,Puerto Rico,692,2100,,635000
245,3,1,0.08,Cabo Rojo,Puerto Rico,622,900,,134000
246,4,2,0.25,Cabo Rojo,Puerto Rico,622,2800,,365000
247,3,2,0.2,Cabo Rojo,Puerto Rico,622,2214,,260000
248,4,2,0.22,Cabo Rojo,Puerto Rico,622,3328,,460000
249,4,2,0.48,Hormigueros,Puerto Rico,660,1233,,63000
251,3,2,0.12,Mayaguez,Puerto Rico,680,1200,,75000
253,5,5,0.19,Cabo Rojo,Puerto Rico,623,4000,,325000
254,3,2,0.07,Cabo Rojo,Puerto Rico,623,1000,,101800
257,1,1,0.12,Cabo Rojo,Puerto Rico,623,491,,25000
260,3,3,0.27,Guanica,Puerto Rico,653,976,,205000
262,4,2,0.12,Hormigueros,Puerto Rico,660,1163,,135000
263,3,2,0.08,Mayaguez,Puerto Rico,682,1175,,104000
264,3,2,0.97,Lajas,Puerto Rico,667,1200,,275000
270,3,2,0.12,Cabo Rojo,Puerto Rico,623,1044,,100000
271,3,1,0.03,Cabo Rojo,Puerto Rico,623,980,,75000
272,4,2,0.19,Cabo Rojo,Puerto Rico,623,1400,,122000
273,3,1,0.16,Cabo Rojo,Puerto Rico,623,936,,150000
274,3,4,0.23,Cabo Rojo,Puerto Rico,623,3089,,325000
275,3,4,0.09,Cabo Rojo,Puerto Rico,623,2064,,130000
276,2,2,0.46,Cabo Rojo,Puerto Rico,623,1242,,139900
278,8,5,0.48,Cabo Rojo,Puerto Rico,623,8368,,395000
280,5,4,0.22,Cabo Rojo,Puerto Rico,623,2700,,375000
282,6,8,9.65,Cabo Rojo,Puerto Rico,623,10244,,2500000
284,3,3,0.26,Cabo Rojo,Puerto Rico,623,2069,,385000
288,8,7,0.43,Cabo Rojo,Puerto Rico,623,3192,,600000
289,5,6,5.0,Cabo Rojo,Puerto Rico,623,10000,,1995000
291,6,6,7.8,Cabo Rojo,Puerto Rico,623,8000,,3000000
292,3,1,0.04,Penuelas,Puerto Rico,624,913,,70000
293,5,3,0.49,Penuelas,Puerto Rico,624,2500,,799000
294,3,1,0.08,Penuelas,Puerto Rico,624,917,,74500
299,3,2,0.09,San Sebastian,Puerto Rico,685,1120,,70000
304,3,2,0.08,Ponce,Puerto Rico,728,1500,,85000
311,3,3,0.23,Utuado,Puerto Rico,641,1326,,69900
325,3,2,0.97,Hatillo,Puerto Rico,659,2111,,330000
330,3,1,0.04,Camuy,Puerto Rico,627,1460,,69500
331,4,3,0.24,Camuy,Puerto Rico,627,1500,,135000
332,3,1,0.38,Camuy,Puerto Rico,627,900,,74000
333,3,1,1.94,Camuy,Puerto Rico,627,1400,,109000
335,3,3,0.13,Camuy,Puerto Rico,627,1300,,168100
336,3,1,0.1,Camuy,Puerto Rico,627,800,,110000
367,3,2,0.1,Sabana Grande,Puerto Rico,637,1290,,130000
368,8,4,0.45,Sabana Grande,Puerto Rico,637,2852,,300000
369,5,2,1.21,Sabana Grande,Puerto Rico,637,1898,,54900
370,2,1,0.2,Sabana Grande,Puerto Rico,637,1275,,250000
371,3,3,0.36,Sabana Grande,Puerto Rico,637,20132,,435000
399,3,2,1.17,Ciales,Puerto Rico,638,1000,,89000
400,3,2,1.48,Ciales,Puerto Rico,638,1820,,275000
401,3,2,0.1,Ciales,Puerto Rico,638,1100,,65000
402,4,3,2.23,Ciales,Puerto Rico,638,3344,,225000
403,3,1,1.16,Ciales,Puerto Rico,638,1100,,98000
404,3,2,0.09,Ciales,Puerto Rico,638,1092,,55000
405,3,2,0.09,Ciales,Puerto Rico,638,1100,,65000
407,3,2,0.97,Utuado,Puerto Rico,641,1205,,106700
408,3,2,10.44,Utuado,Puerto Rico,641,1251,,180000
409,6,3,28.17,Utuado,Puerto Rico,641,5000,,550000
410,2,1,0.22,Utuado,Puerto Rico,641,845,,70000
412,4,2,2.91,Utuado,Puerto Rico,641,1000,,198500
413,5,3,0.1,Utuado,Puerto Rico,641,950,,75000
414,4,2,2.06,Utuado,Puerto Rico,641,1100,,219900
415,3,2,0.86,Utuado,Puerto Rico,641,1700,,95000
416,13,4,0.2,Utuado,Puerto Rico,641,600,,99000
417,3,1,0.28,Utuado,Puerto Rico,641,781,,75000
419,6,3,30.0,Utuado,Puerto Rico,641,5000,,600000
420,3,1,0.26,Utuado,Puerto Rico,641,781,,120000
421,4,1,0.94,Utuado,Puerto Rico,641,13818,,108000
422,4,7,0.37,Dorado,Puerto Rico,646,7096,,12000000
423,3,3,0.24,Dorado,Puerto Rico,646,2377,,750000
424,3,3,0.16,Dorado,Puerto Rico,646,2000,,550000
425,4,3,0.14,Dorado,Puerto Rico,646,2850,,950000
426,5,3,0.14,Dorado,Puerto Rico,646,3500,,1150000
428,3,2,0.24,Dorado,Puerto Rico,646,2000,,5500000
429,4,7,0.75,Dorado,Puerto Rico,646,7000,,16000000
431,4,3,0.25,Dorado,Puerto Rico,646,2900,,995000
432,4,4,0.25,Dorado,Puerto Rico,646,2900,,1275000
433,4,3,0.15,Dorado,Puerto Rico,646,2850,,1135000
434,3,4,0.22,Dorado,Puerto Rico,646,3100,,4995000
440,4,4,0.25,Dorado,Puerto Rico,646,3509,,2500000
442,3,5,0.23,Dorado,Puerto Rico,646,3200,,5950000
443,4,5,0.21,Dorado,Puerto Rico,646,5000,,2849000
444,4,2,0.21,Dorado,Puerto Rico,646,999,,850000
445,4,4,0.15,Dorado,Puerto Rico,646,6703,,6495000
446,3,4,0.06,Dorado,Puerto Rico,646,2500,,6350000
448,4,4,0.07,Dorado,Puerto Rico,646,3090,,300000
449,3,4,0.09,Dorado,Puerto Rico,646,3914,,5900000
450,4,3,0.23,Dorado,Puerto Rico,646,3337,,1775000
451,4,4,0.23,Dorado,Puerto Rico,646,2900,,1795000
455,3,3,13.65,Dorado,Puerto Rico,646,1942,,1500000
456,7,6,0.26,Dorado,Puerto Rico,646,4800,,3950000
457,4,2,0.51,Hatillo,Puerto Rico,659,1641,,97900
458,4,4,0.2,Hatillo,Puerto Rico,685,1760,,144900
459,3,3,2.91,Moca,Puerto Rico,676,2485,,265000
461,3,1,0.15,Juana Diaz,Puerto Rico,795,800,,99000
462,3,1,0.1,Ponce,Puerto Rico,728,1100,,95000
463,4,3,0.22,Camuy,Puerto Rico,678,900,,245000
465,3,3,0.72,Ponce,Puerto Rico,731,2460,,225000
466,3,2,0.08,Juana Diaz,Puerto Rico,795,1084,,119000
467,4,2,0.35,Juana Diaz,Puerto Rico,795,1918,,97000
468,4,3,5.05,Ponce,Puerto Rico,730,1520,,210000
469,4,1,0.8,Ponce,Puerto Rico,731,921,,67600
470,3,1,0.09,Juana Diaz,Puerto Rico,795,870,,102900
471,3,2,0.22,San Sebastian,Puerto Rico,685,1134,,121000
472,4,2,0.15,Lares,Puerto Rico,669,1597,,81000
473,3,2,0.08,Ponce,Puerto Rico,731,1250,,84900
474,5,2,0.25,Ponce,Puerto Rico,728,2283,,99000
475,3,2,0.09,Jayuya,Puerto Rico,664,1100,,120000
476,3,2,0.04,Ponce,Puerto Rico,731,1547,,106000
477,4,2,0.2,Coamo,Puerto Rico,769,1700,,225000
479,3,2,0.04,Ponce,Puerto Rico,731,980,,74000
480,3,1,0.12,Hatillo,Puerto Rico,659,930,,85000
481,3,1,0.68,Ponce,Puerto Rico,730,905,,54000
483,3,1,0.04,Ponce,Puerto Rico,716,1025,,65000
484,2,2,0.25,Ponce,Puerto Rico,730,1004,,126600
486,6,5,0.27,Ponce,Puerto Rico,717,3953,,349900
487,3,1,0.11,Lares,Puerto Rico,669,870,,99000
488,3,2,0.11,Yauco,Puerto Rico,698,1000,,67000
489,4,1,0.11,Ponce,Puerto Rico,731,1562,,121500
491,3,2,0.25,San Sebastian,Puerto Rico,685,875,,115000
494,5,3,2.43,Juana Diaz,Puerto Rico,795,2625,,295000
496,4,2,0.09,Trujillo Alto,Puerto Rico,976,1700,,299000
497,8,7,0.09,Ponce,Puerto Rico,730,4036,,250000
498,3,2,0.28,Aguadilla,Puerto Rico,603,2000,,195000
499,3,2,0.22,Aguadilla,Puerto Rico,603,1895,,200000
501,6,2,0.11,Hormigueros,Puerto Rico,660,2914,,95000
503,3,2,0.12,Rincon,Puerto Rico,677,2000,,295000
504,3,2,0.1,Hormigueros,Puerto Rico,660,1100,,128000
506,3,2,0.19,Isabela,Puerto Rico,662,1800,,195000
510,3,3,0.22,Arecibo,Puerto Rico,612,2673,,147600
511,4,2,0.22,Arecibo,Puerto Rico,612,2760,,109000
512,3,1,0.08,Arecibo,Puerto Rico,612,785,,73000
513,3,1,0.25,Arecibo,Puerto Rico,612,1403,,78000
514,3,2,0.08,Arecibo,Puerto Rico,612,1050,,69000
516,4,2,0.2,Isabela,Puerto Rico,662,1933,,195000
520,3,2,0.08,Manati,Puerto Rico,674,1086,,125000
521,4,2,0.11,Vega Baja,Puerto Rico,693,1688,,77000
526,4,2,0.11,Hatillo,Puerto Rico,659,2327,,299900
529,3,1,0.09,Vega Baja,Puerto Rico,693,1000,,75200
535,2,1,0.15,Vega Baja,Puerto Rico,693,1000,,63000
538,6,3,4.94,Vega Alta,Puerto Rico,692,3000,,265000
541,3,1,0.15,Corozal,Puerto Rico,783,934,,88000
542,3,1,0.07,Vega Alta,Puerto Rico,962,1025,,102000
546,3,2,0.08,Guanica,Puerto Rico,653,1066,,30000
547,6,3,0.13,Mayaguez,Puerto Rico,680,2110,,77000
548,3,2,0.1,Cabo Rojo,Puerto Rico,623,1708,,154000
551,4,2,3.75,Lajas,Puerto Rico,667,1473,,157000
552,3,1,0.04,Mayaguez,Puerto Rico,680,975,,60150
553,7,3,0.1,Mayaguez,Puerto Rico,680,1000,,219000
554,3,2,0.16,Cabo Rojo,Puerto Rico,623,1100,,159900
557,3,2,0.15,Cabo Rojo,Puerto Rico,623,1045,,107000
559,4,3,0.25,Cabo Rojo,Puerto Rico,623,1622,,189900
561,6,6,0.25,Cabo Rojo,Puerto Rico,623,2500,,265000
562,4,5,0.51,Cabo Rojo,Puerto Rico,623,2422,,535000
571,4,2,0.12,Yauco,Puerto Rico,698,1800,,170000
580,3,3,0.26,Hatillo,Puerto Rico,659,3227,,319000
587,5,3,0.16,Isabela,Puerto Rico,662,1886,,69900
589,3,1,0.07,Juana Diaz,Puerto Rico,795,750,,55000
591,3,1,0.74,Lares,Puerto Rico,669,2500,,132000
597,6,3,1.4,Juncos,Puerto Rico,777,2392,,77000
604,3,1,0.27,Lares,Puerto Rico,669,1070,,95000
608,2,2,0.05,Lares,Puerto Rico,669,1173,,59000
609,4,3,0.18,San Sebastian,Puerto Rico,685,2000,,100000
612,3,3,0.29,Guayanilla,Puerto Rico,656,1591,,95000
613,3,2,0.05,Ponce,Puerto Rico,731,900,,114000
616,4,1,0.09,Yauco,Puerto Rico,698,1087,,63000
620,5,3,19.44,Lares,Puerto Rico,669,3907,,367500
655,4,3,0.4,Mayaguez,Puerto Rico,682,2711,,425000
662,3,1,0.05,Dorado,Puerto Rico,646,816,,95600
663,5,2,0.05,Dorado,Puerto Rico,646,1600,,120000
664,7,5,0.1,Dorado,Puerto Rico,646,3870,,1795000
665,3,3,0.21,Dorado,Puerto Rico,646,2462,,1600000
666,4,2,0.12,Dorado,Puerto Rico,646,2381,,819000
667,6,7,0.36,Dorado,Puerto Rico,646,6500,,15000000
668,5,5,0.02,Dorado,Puerto Rico,646,4850,,1200000
669,6,7,0.25,Dorado,Puerto Rico,646,5500,,9995000
670,4,4,0.13,Dorado,Puerto Rico,646,2800,,989000
671,2,1,0.19,Dorado,Puerto Rico,646,834,,83600
672,6,7,0.3,Dorado,Puerto Rico,646,5073,,8500000
673,7,8,0.9,Dorado,Puerto Rico,646,10000,,16500000
674,6,9,0.64,Dorado,Puerto Rico,646,6554,,12500000
675,4,6,0.22,Dorado,Puerto Rico,646,4400,,7500000
676,5,7,0.3,Dorado,Puerto Rico,646,5000,,19500000
677,4,4,0.32,Dorado,Puerto Rico,646,2800,,825000
678,5,7,0.55,Dorado,Puerto Rico,646,6000,,17000000
679,4,6,0.24,Dorado,Puerto Rico,646,4414,,9200000
680,6,8,0.55,Dorado,Puerto Rico,646,6398,,8995000
681,4,5,0.25,Dorado,Puerto Rico,646,5000,,2500000
682,4,4,0.24,Dorado,Puerto Rico,646,3015,,1500000
683,3,4,0.18,Dorado,Puerto Rico,646,2900,,1700000
684,4,3,0.02,Dorado,Puerto Rico,646,2900,,1300000
685,3,2,0.09,Dorado,Puerto Rico,646,1380,,189500
686,5,5,0.25,Dorado,Puerto Rico,646,4200,,13700000
687,3,4,0.22,Dorado,Puerto Rico,646,3500,,5195000
688,4,2,0.11,Dorado,Puerto Rico,646,1820,,245000
689,3,2,0.23,Dorado,Puerto Rico,646,1298,,141000
690,4,6,0.25,Dorado,Puerto Rico,646,4200,,2750000
691,5,4,0.24,Dorado,Puerto Rico,646,4791,,2500000
692,3,2,0.06,Dorado,Puerto Rico,646,1200,,97000
699,3,3,0.25,Mayaguez,Puerto Rico,682,2100,,199000
706,3,2,0.43,Rincon,Puerto Rico,677,1500,,389000
715,4,2,0.04,Mayaguez,Puerto Rico,680,960,,59000
724,2,3,0.03,Guanica,Puerto Rico,653,1823,,44000
725,2,1,0.97,Mayaguez,Puerto Rico,680,1475,,170000
728,3,2,0.29,Mayaguez,Puerto Rico,682,2031,,255200
739,4,2,0.05,Mayaguez,Puerto Rico,680,563,,109955
741,3,1,0.22,Mayaguez,Puerto Rico,680,746,,35000
742,7,4,0.11,Quebradillas,Puerto Rico,678,2500,,174900
743,3,1,0.23,Mayaguez,Puerto Rico,680,962,,50300
744,5,2,0.32,Mayaguez,Puerto Rico,680,1500,,55000
745,2,1,0.05,Ponce,Puerto Rico,716,714,,42000
746,2,1,0.12,Guanica,Puerto Rico,653,612,,50500
747,2,1,0.12,Hormigueros,Puerto Rico,660,811,,40000
750,2,1,0.11,Hatillo,Puerto Rico,659,784,,90000
752,4,2,0.09,Mayaguez,Puerto Rico,682,1050,,150000
754,3,1,0.52,San Sebastian,Puerto Rico,685,1200,,140000
755,3,1,0.27,Quebradillas,Puerto Rico,678,950,,105000
756,3,1,0.06,Guanica,Puerto Rico,653,1503,,75000
758,2,2,0.17,Mayaguez,Puerto Rico,680,850,,74300
759,3,2,2.2,Rincon,Puerto Rico,677,2000,,725000
760,5,5,0.31,Mayaguez,Puerto Rico,682,4387,,425000
763,7,4,0.08,Las Marias,Puerto Rico,670,3174,,81000
765,2,1,2.72,San Sebastian,Puerto Rico,685,870,,105000
767,4,3,2.64,Hatillo,Puerto Rico,659,1578,,120000
772,6,2,0.1,Moca,Puerto Rico,676,2002,,130000
773,3,2,0.1,Lajas,Puerto Rico,667,900,,80000
774,3,3,1.94,San German,Puerto Rico,683,2410,,500000
775,5,3,0.18,Mayaguez,Puerto Rico,680,4200,,339800
776,5,3,0.23,Guanica,Puerto Rico,653,4046,,900000
787,6,6,45.0,Rincon,Puerto Rico,677,10000,,14500000
788,8,3,0.97,San Sebastian,Puerto Rico,685,2250,,69000
789,2,1,0.37,Ponce,Puerto Rico,731,803,,63000
790,3,2,0.54,Ponce,Puerto Rico,730,1106,,99000
791,3,1,0.83,Ponce,Puerto Rico,731,599,,84000
794,3,1,0.22,Yauco,Puerto Rico,698,1500,,34000
795,3,1,0.05,Ponce,Puerto Rico,730,900,,110000
796,3,1,0.35,Lares,Puerto Rico,669,1427,,98000
798,3,1,0.32,Mayaguez,Puerto Rico,682,1300,,85000
799,4,3,0.59,Mayaguez,Puerto Rico,680,2374,,290000
801,3,3,0.23,Moca,Puerto Rico,676,2400,,375000
802,3,3,0.31,Ponce,Puerto Rico,731,3806,,380000
803,3,3,0.24,Isabela,Puerto Rico,662,2482,,350000
804,3,2,0.25,San German,Puerto Rico,683,1300,,167000
805,4,2,0.08,Ponce,Puerto Rico,731,1460,,131000
806,3,1,0.12,Mayaguez,Puerto Rico,680,1000,,74900
809,7,4,0.39,Mayaguez,Puerto Rico,682,17198,,400000
811,3,2,0.42,San Sebastian,Puerto Rico,685,2100,,260000
812,4,3,0.12,Mayaguez,Puerto Rico,680,2300,,264900
813,3,2,0.21,Hatillo,Puerto Rico,659,3515,,365000
